instance_id,file_path,location_count,functions,structs,variables,macros,others
fadc0aaf497e6a493b9f,drivers/md/md.c,5,md_alloc; md_open; md_probe,md_rdev; mddev,,,
fadc0aaf497e6a493b9f,block/bdev.c,3,blkdev_get_by_dev; blkdev_get_whole,block_device,,,
fadc0aaf497e6a493b9f,block/holder.c,1,bd_register_pending_holders,,,,
fadc0aaf497e6a493b9f,kernel/locking/mutex.c,2,__mutex_lock; __mutex_lock_common,,,,
62120febbd1ee3c3c860,fs/ext4/xattr.c,6,ext4_xattr_get; ext4_xattr_inode_create; ext4_xattr_inode_lookup_create; ext4_xattr_set; ext4_xattr_set_entry; ext4_xattr_set_handle,,,,
62120febbd1ee3c3c860,fs/ext4/xattr.h,3,,ext4_xattr_info; ext4_xattr_inode_array; ext4_xattr_search,,,
62120febbd1ee3c3c860,fs/ext4/ext4.h,3,,ext4_inode_info,i_rwsem; xattr_sem,,
62120febbd1ee3c3c860,fs/open.c,1,chown_common,,,,
62120febbd1ee3c3c860,kernel/locking/rwsem.c,4,down_read; down_write; up_read; up_write,,,,
e3563f0c94e188366dbb,drivers/tty/n_gsm.c,8,gsm0_receive; gsm1_receive; gsm_data_alloc; gsm_send_packet; gsmld_receive_buf,gsm_dlci; gsm_msg; gsm_mux,,,
e3563f0c94e188366dbb,drivers/tty/tty_io.c,2,tiocsti; tty_ioctl,,,,
e3563f0c94e188366dbb,fs/ioctl.c,2,__do_sys_ioctl; vfs_ioctl,,,,
e3563f0c94e188366dbb,arch/x86/entry/common.c,1,do_syscall_64,,,,
4903218f7fba0a2d6226,net/netfilter/nfnetlink.c,4,nfnetlink_bind; nfnetlink_unbind,nfnetlink_subsystem; nfnl_net,,,
4903218f7fba0a2d6226,linux/include/linux/netfilter/nfnetlink.h,2,,nfnetlink_subsystem,,NFNL_SUBSYS_ID,
4903218f7fba0a2d6226,linux/lib/ubsan.c,3,__ubsan_handle_out_of_bounds; ubsan_epilogue,out_of_bounds_data,,,
92340f7b2b4789907fdb,drivers/hid/hid-microsoft.c,3,ms_event; ms_input_mapping; ms_probe,,,,
92340f7b2b4789907fdb,drivers/hid/hid-input.c,2,hidinput_connect; hidinput_hid_event,,,,
92340f7b2b4789907fdb,drivers/hid/hid-core.c,3,hid_connect; hid_device_probe; hid_hw_start,,,,
92340f7b2b4789907fdb,drivers/input/input.c,1,input_register_device,,,,
92340f7b2b4789907fdb,lib/kobject_uevent.c,2,init_uevent_argv; kobject_uevent_env,,,,
3dea30b047f41084de66,drivers/usb/usbip/vhci_hcd.c,7,dump_port_status_diff; rh_port_connect; rh_port_disconnect; vhci_hub_control; vhci_hub_status,vhci_device; vhci_hcd,,,
3dea30b047f41084de66,drivers/usb/usbip/vhci.h,4,port_to_pdev_nr; port_to_rhport,,,VHCI_HC_PORTS; VHCI_PORTS,
3dea30b047f41084de66,lib/ubsan.c,1,__ubsan_handle_shift_out_of_bounds,,,,
d451401ffd00a60677ee,net/wireless/reg.c,11,cfg80211_save_user_regdom; crda_timeout_work; is_user_regdom_saved; reg_copy_regd; restore_alpha2; restore_regulatory_settings,ieee80211_regdomain; regulatory_request,cfg80211_regdomain; last_request; user_alpha2,,
f31428628ef672716ea8,net/qrtr/qrtr.c,3,__qrtr_bind; qrtr_bind; qrtr_port_assign,,,,
f31428628ef672716ea8,lib/idr.c,2,idr_alloc; idr_alloc_u32,,,,
f31428628ef672716ea8,include/linux/idr.h,2,,idr,,IDR_RT_MARKER,
f31428628ef672716ea8,kernel/panic.c,2,__warn; panic,,,,
f31428628ef672716ea8,lib/dump_stack.c,1,dump_stack,,,,
f31428628ef672716ea8,lib/bug.c,1,report_bug,,,,
f31428628ef672716ea8,arch/x86/kernel/traps.c,1,exc_invalid_op,,,,
2af3bc9585be7f23f290,fs/bfs/file.c,5,bfs_get_block; bfs_move_block; bfs_move_blocks; bfs_write_begin,bfs_inode_info,,,
2af3bc9585be7f23f290,fs/buffer.c,4,__block_write_begin_int; block_write_begin; mark_buffer_dirty,buffer_head,,,
2af3bc9585be7f23f290,include/linux/buffer_head.h,2,,buffer_head,,mark_buffer_dirty,
a3fcd59df1b372066f5a,mm/gup.c,5,hpage_pincount_add; hpage_pincount_sub; put_compound_head; try_get_compound_head; try_grab_compound_head,,,,
a3fcd59df1b372066f5a,include/linux/mm.h,3,is_pinnable_page; is_zone_movable_page; page_zonenum,,,,
a3fcd59df1b372066f5a,mm/hugetlb.c,1,follow_hugetlb_page,,,,
a3fcd59df1b372066f5a,include/linux/mm_types.h,1,,page,,,
a3fcd59df1b372066f5a,include/linux/page-flags.h,3,,,,PageCompound; PageHead; PageTail,
a3fcd59df1b372066f5a,fs/io_uring.c,2,io_sqe_buffer_register; pin_user_pages,,,,
cbff7a52b6f99059e67f,fs/nilfs2/dat.c,6,nilfs_dat_abort_entry; nilfs_dat_commit_end; nilfs_dat_commit_entry; nilfs_dat_prepare_end,nilfs_dat_entry; nilfs_palloc_req,,,
cbff7a52b6f99059e67f,fs/nilfs2/direct.c,2,nilfs_direct_assign; nilfs_direct_propagate,,,,
cbff7a52b6f99059e67f,fs/nilfs2/bmap.c,2,nilfs_bmap_assign; nilfs_bmap_propagate,,,,
cbff7a52b6f99059e67f,fs/nilfs2/segment.c,3,nilfs_collect_file_data; nilfs_segctor_apply_buffers; nilfs_segctor_scan_file,,,,
cbff7a52b6f99059e67f,fs/nilfs2/dir.c,3,nilfs_check_page; nilfs_match,nilfs_dir_entry,,,
5925509f78293baa7331,drivers/usb/gadget/udc/dummy_hcd.c,6,dummy_hub_control; handle_control_request; rh_call_control,dummy; dummy_hcd; usb_ctrlrequest,,,
5925509f78293baa7331,lib/ubsan.c,4,__ubsan_handle_shift_out_of_bounds; ubsan_epilogue,shift_out_of_bounds_data; source_location,,,
5925509f78293baa7331,drivers/usb/core/hcd.c,2,rh_urb_enqueue; usb_hcd_submit_urb,,,,
b308f5fd049fbbc6e74f,include/linux/fb.h,3,__fb_pad_aligned_buffer,fb_info; fb_var_screeninfo,,,
b308f5fd049fbbc6e74f,drivers/video/fbdev/core/bitblit.c,4,bit_putcs; bit_putcs_aligned; bit_putcs_unaligned,fbcon_ops,,,
b308f5fd049fbbc6e74f,drivers/video/fbdev/core/fbcon.c,2,fbcon_putcs,fbcon_display,,,
348331f63b034f89b622,drivers/input/mouse/bcm5974.c,6,bcm5974_irq_button; bcm5974_irq_trackpad; bcm5974_open; bcm5974_start_traffic,bcm5974; bcm5974_config,,,
348331f63b034f89b622,drivers/usb/core/urb.c,4,usb_pipe_type_check; usb_submit_urb; usb_urb_ep_type_check,urb,,,
348331f63b034f89b622,include/linux/usb.h,2,,,,USB_ENDPOINT_DIR_MASK; USB_ENDPOINT_XFERTYPE_MASK,
9b658439133becd38da1,block/genhd.c,4,device_add_disk; disk_uevent; set_capacity_and_notify,gendisk,,,
9b658439133becd38da1,drivers/block/nbd.c,5,nbd_dev_add; nbd_genl_connect; nbd_start_device,nbd_config; nbd_device,,,
9b658439133becd38da1,include/linux/genhd.h,3,add_disk; get_capacity,gendisk,,,
0d5b462a6f07447991b3,fs/nilfs2/segment.c,8,nilfs_collect_dat_data; nilfs_segctor_apply_buffers; nilfs_segctor_collect_blocks; nilfs_segctor_construct; nilfs_segctor_do_construct; nilfs_segctor_scan_file; nilfs_segctor_thread; nilfs_segctor_thread_construct,,,,
0d5b462a6f07447991b3,fs/nilfs2/btree.c,2,nilfs_btree_propagate; nilfs_btree_propagate_p,,,,
0d5b462a6f07447991b3,mm/page-writeback.c,2,__set_page_dirty; account_page_dirtied,,,,
0d5b462a6f07447991b3,include/linux/backing-dev.h,1,inode_to_wb,,,,
0d5b462a6f07447991b3,fs/buffer.c,1,mark_buffer_dirty,,,,
dcf33a7aae997956fe06,fs/gfs2/ops_fstype.c,5,gfs2_read_sb; init_sb,gfs2_sb; gfs2_sb_host,sdp->sd_sb.sb_bsize_shift,,
dcf33a7aae997956fe06,fs/gfs2/incore.h,2,,gfs2_sb_host; gfs2_sbd,,,
dcf33a7aae997956fe06,lib/ubsan.c,2,__ubsan_handle_shift_out_of_bounds; ubsan_epilogue,,,,
dcf33a7aae997956fe06,fs/gfs2/meta_io.c,2,gfs2_meta_read; gfs2_meta_wait,,,,
a7e701c8385bd8543074,net/xfrm/xfrm_compat.c,5,xfrm_alloc_compat; xfrm_xlate64; xfrm_xlate64_attr,compat_xfrm_usersa_info; compat_xfrm_userspi_info,,,
a7e701c8385bd8543074,net/xfrm/xfrm_user.c,2,xfrm_alloc_userspi; xfrm_user_rcv_msg,,,,
a7e701c8385bd8543074,include/uapi/linux/xfrm.h,3,,xfrm_user_acquire; xfrm_usersa_info; xfrm_userspi_info,,,
e2787430e752a92b8750,fs/hfsplus/inode.c,4,hfsplus_cat_read_inode; hfsplus_inode_read_fork; hfsplus_inode_write_fork,hfsplus_inode_info,,,
e2787430e752a92b8750,fs/hfsplus/super.c,3,hfsplus_fill_super; hfsplus_iget,hfsplus_sb_info,,,
e2787430e752a92b8750,fs/hfsplus/catalog.c,3,hfsplus_cat_build_record; hfsplus_find_cat,hfs_find_data,,,
e2787430e752a92b8750,fs/hfsplus/hfsplus_fs.h,4,,hfsplus_cat_file; hfsplus_fork_raw,,HFSPLUS_I; HFSPLUS_SB,
1f4ba1e5520762c523c6,fs/io_uring.c,5,io_file_data_ref_zero; io_sqe_files_register,fixed_file_data; fixed_file_ref_node,file_data->lock,,
1f4ba1e5520762c523c6,kernel/locking/lockdep.c,4,lock_acquire; mark_lock; mark_usage; print_usage_bug,,,,
1f4ba1e5520762c523c6,kernel/locking/spinlock.c,2,_raw_spin_lock; _raw_spin_unlock_irqrestore,,,,
1f4ba1e5520762c523c6,include/linux/spinlock.h,2,,,,spin_lock; spin_unlock,
1f4ba1e5520762c523c6,include/linux/spinlock_api_smp.h,2,__raw_spin_lock; __raw_spin_unlock_irqrestore,,,,
8357fbef0d7bb602de45,drivers/hid/uhid.c,3,uhid_char_release; uhid_dev_destroy,uhid_device,,,
8357fbef0d7bb602de45,kernel/sched/wait.c,4,__wake_up; __wake_up_common; __wake_up_common_lock,wait_queue_head,,,
8357fbef0d7bb602de45,kernel/locking/lockdep.c,4,__lock_acquire; lock_acquire; register_lock_class,held_lock,,,
8357fbef0d7bb602de45,include/linux/wait.h,1,,wait_queue_entry,,,
28a246747e0a465127f3,drivers/net/ieee802154/atusb.c,5,atusb_alloc_urbs; atusb_disconnect; atusb_free_urbs; atusb_probe,atusb,,,
28a246747e0a465127f3,drivers/usb/core/urb.c,3,usb_alloc_urb; usb_free_urb,urb,,,
28a246747e0a465127f3,mm/slab.h,2,kfree; kmalloc,,,,
28a246747e0a465127f3,mm/slub.c,2,kmem_cache_alloc; kmem_cache_free,,,,
28a246747e0a465127f3,drivers/base/dd.c,1,really_probe,,,,
f3e749d4c662818ae439,mm/util.c,4,kvfree; kvfree_sensitive; kvmalloc_node; kvrealloc,,,,
f3e749d4c662818ae439,include/linux/mm.h,4,,,,GFP_KERNEL; GFP_NOWAIT; __GFP_NOWARN; __GFP_RETRY_MAYFAIL,
f3e749d4c662818ae439,mm/vmalloc.c,5,__get_vm_area_node; __vmalloc_node_range; alloc_vmap_area; free_vmap_area; purge_vmap_area_lazy,,,,
f3e749d4c662818ae439,kernel/bpf/verifier.c,3,bpf_check; check_btf_info; check_btf_line,,,,
f3e749d4c662818ae439,kernel/bpf/syscall.c,1,bpf_prog_load,,,,
deb631beeb93bdb2df4c,fs/ntfs3/file.c,4,ntfs_extend_initialized_size; ntfs_fallocate; ntfs_sparse_cluster; ntfs_zero_range,,,,
deb631beeb93bdb2df4c,fs/ntfs3/attrib.c,3,attr_data_get_block; attr_set_size; run_deallocate_ex,,,,
deb631beeb93bdb2df4c,fs/ntfs3/ntfs_fs.h,2,,ntfs_inode; ntfs_sb_info,,,
deb631beeb93bdb2df4c,fs/ntfs3/run.c,2,run_add_entry; run_lookup_entry,,,,
deb631beeb93bdb2df4c,mm/filemap.c,1,filemap_write_and_wait_range,,,,
28207acc70bbf3d85b74,fs/ntfs3/record.c,6,mi_enum_attr; mi_find_attr; mi_insert_attr; mi_remove_attr,ATTRIB; mft_inode,,,
28207acc70bbf3d85b74,fs/ntfs3/frecord.c,4,ni_enum_attr_ex; ni_find_attr; ni_load_mi,ntfs_inode,,,
28207acc70bbf3d85b74,fs/ntfs3/ntfs_fs.h,3,,MFT_REC; NTFS_RECORD_HEADER,,NTFS_TIME_GRAN,
28207acc70bbf3d85b74,fs/ntfs3/inode.c,2,ntfs_iget5; ntfs_read_mft,,,,
298c5d8fb4a128bc27b0,fs/ext4/xattr.c,5,ext4_xattr_block_set; ext4_xattr_inode_iget; ext4_xattr_inode_lookup_create; ext4_xattr_inode_write; ext4_xattr_set_entry,,,,
298c5d8fb4a128bc27b0,fs/ext4/inode.c,3,__ext4_mark_inode_dirty; ext4_expand_extra_isize_ea; ext4_setattr,,,,
298c5d8fb4a128bc27b0,include/linux/fs.h,3,,inode,,inode_lock; inode_unlock,
298c5d8fb4a128bc27b0,fs/ext4/ext4.h,1,,ext4_inode_info,,,
e5fd3e65515b48c02a30,drivers/video/fbdev/core/sysfillrect.c,2,bitfill_aligned; sys_fillrect,,,,
e5fd3e65515b48c02a30,drivers/video/fbdev/core/bitblit.c,1,bit_clear_margins,,,,
e5fd3e65515b48c02a30,drivers/video/fbdev/core/fbcon.c,2,fbcon_clear_margins; fbcon_switch,,,,
e5fd3e65515b48c02a30,drivers/gpu/drm/drm_fb_helper.c,1,drm_fb_helper_sys_fillrect,,,,
e5fd3e65515b48c02a30,mm/kasan/report.c,2,kasan_report; print_address_description,,,,
e5fd3e65515b48c02a30,mm/vmalloc.c,2,is_vmalloc_addr; vmalloc_to_page,,,,
46a4ad33f345d1dd346e,net/netfilter/nf_conntrack_proto_dccp.c,3,dccp_timeout_nlattr_to_obj,nf_conntrack_l4proto; nfattr,,,
46a4ad33f345d1dd346e,net/netfilter/nfnetlink_cttimeout.c,4,ctnl_timeout_parse_policy; cttimeout_default_set,nf_ct_timeout; nlattr,,,
46a4ad33f345d1dd346e,include/net/netfilter/nf_conntrack_timeout.h,3,nf_ct_timeout_data; nf_ct_timeout_find,nf_conn_timeout,,,
46a4ad33f345d1dd346e,lib/nlattr.c,2,nla_validate_array; validate_nla,,,,
e2eae5639e7203360018,kernel/rcu/tree.c,9,check_cpu_stall; print_cpu_stall; rcu_dump_cpu_stacks; rcu_gp_set_torture_wait; rcu_pending; rcu_sched_clock_irq,rcu_data; rcu_node; rcu_state,,,
e2eae5639e7203360018,kernel/rcu/tree_stall.h,4,print_cpu_stall_info; rcu_cpu_stall_reset; rcu_jiffies_till_stall_check; record_gp_stall_check_time,,,,
e2eae5639e7203360018,net/sched/sch_fq_codel.c,3,fq_codel_dequeue; fq_codel_enqueue,fq_codel_sched_data,,,
e2eae5639e7203360018,net/core/dev.c,3,__dev_queue_xmit; dev_hard_start_xmit; validate_xmit_skb,,,,
e2eae5639e7203360018,kernel/time/tick-sched.c,3,tick_sched_handle; tick_sched_timer,tick_sched,,,
e2eae5639e7203360018,kernel/softirq.c,3,__do_softirq; raise_softirq,softirq_action,,,
e2eae5639e7203360018,include/linux/list.h,2,__list_del_entry; list_move_tail,,,,
05139c4039d0679e19ff,fs/unicode/utf8-core.c,4,utf8_casefold; utf8_validate,unicode_map; utf8cursor,,,
05139c4039d0679e19ff,fs/f2fs/dir.c,5,__f2fs_setup_filename; f2fs_init_casefolded_name; f2fs_prepare_lookup; f2fs_setup_filename,f2fs_filename,,,
05139c4039d0679e19ff,fs/f2fs/namei.c,1,f2fs_lookup,,,,
05139c4039d0679e19ff,fs/f2fs/f2fs.h,3,,,,F2FS_I; F2FS_I_SB; F2FS_SB,
a84b8783366ecb1c65d0,arch/x86/mm/fault.c,10,__bad_area; __bad_area_nosemaphore; bad_area; bad_area_nosemaphore; do_kern_addr_fault; do_user_addr_fault; handle_page_fault; kmmio_fault; spurious_kernel_fault; vmalloc_fault,,,,
a84b8783366ecb1c65d0,mm/memory.c,7,__handle_mm_fault; do_anonymous_page; do_swap_page; do_wp_page; handle_mm_fault; handle_pte_fault; vm_normal_page,,,,
a84b8783366ecb1c65d0,arch/x86/include/asm/pgtable.h,7,pmd_none; pmd_present; pte_access_permitted; pte_dirty; pte_none; pte_present; pte_write,,,,
a84b8783366ecb1c65d0,mm/vmalloc.c,3,is_vmalloc_addr; vmalloc_fault; vmalloc_to_page,,,,
0c601d7fbb8122d39093,drivers/hid/uhid.c,3,uhid_char_release; uhid_dev_destroy,uhid_device,,,
0c601d7fbb8122d39093,kernel/sched/wait.c,3,__wake_up_common; __wake_up_common_lock,wait_queue_head,,,
0c601d7fbb8122d39093,kernel/locking/lockdep.c,5,assign_lock_key; lock_acquire; register_lock_class,held_lock; lock_class_key,,,
b33c1cb0a30ebdc8a5f9,net/sched/sch_generic.c,6,qdisc_alloc; qdisc_create_dflt; qdisc_destroy; qdisc_free; qdisc_free_cb; qdisc_put,,,,
b33c1cb0a30ebdc8a5f9,net/sched/sch_api.c,3,qdisc_create; qdisc_graft; tc_modify_qdisc,,,,
b33c1cb0a30ebdc8a5f9,include/linux/refcount.h,4,refcount_dec; refcount_dec_and_test; refcount_sub_and_test,refcount_struct,,,
b33c1cb0a30ebdc8a5f9,lib/refcount.c,1,refcount_warn_saturate,,,,
b33c1cb0a30ebdc8a5f9,include/net/sch_generic.h,3,qdisc_refcount_inc; qdisc_refcount_inc_nz,Qdisc,,,
a8e049cd3abd342936b6,fs/iomap/iter.c,2,iomap_iter; iomap_iter_done,,,,
a8e049cd3abd342936b6,fs/erofs/data.c,5,erofs_fiemap; erofs_iomap_begin; erofs_iomap_end,erofs_map_blocks; iomap_ops,,,
a8e049cd3abd342936b6,fs/iomap/fiemap.c,3,iomap_fiemap; iomap_fiemap_iter; iomap_to_fiemap,,,,
a8e049cd3abd342936b6,include/linux/iomap.h,2,,iomap; iomap_iter,,,
27b0b464864741b18b99,kernel/workqueue.c,7,__flush_work; __queue_work; flush_workqueue; queue_work,work_struct; worker_pool; workqueue_struct,,,
27b0b464864741b18b99,drivers/usb/core/hub.c,5,hub_event; kick_hub_wq; usb_kick_hub_wq,usb_hub; usb_port,,,
27b0b464864741b18b99,drivers/usb/core/driver.c,2,usb_probe_device; usb_probe_interface,,,,
27b0b464864741b18b99,include/linux/workqueue.h,2,,delayed_work,,WQ_HIGHPRI,
3db80bbf66b88d68af9d,fs/reiserfs/xattr.c,5,open_xa_dir; open_xa_root; reiserfs_lookup_privroot,reiserfs_dentry_buf; reiserfs_sb_info,,,
3db80bbf66b88d68af9d,fs/reiserfs/super.c,3,REISERFS_SB; reiserfs_fill_super,,priv_root,,
3db80bbf66b88d68af9d,fs/namei.c,2,__lookup_slow; lookup_one_len,,,,
3db80bbf66b88d68af9d,fs/reiserfs/namei.c,2,reiserfs_find_entry; reiserfs_lookup,,,,
3db80bbf66b88d68af9d,fs/reiserfs/reiserfs.h,3,,reiserfs_inode_info,,REISERFS_I; REISERFS_SB,
a8f26a403c169b7593fe,fs/dcache.c,5,__d_add; d_flags_for_inode; d_splice_alias,dentry; qstr,,,
a8f26a403c169b7593fe,fs/ntfs3/super.c,4,ntfs_fill_super; ntfs_init_from_boot,ntfs_mount_options; ntfs_sb_info,,,
a8f26a403c169b7593fe,fs/ntfs3/inode.c,3,ntfs_iget5; ntfs_read_mft,ntfs_inode,,,
a8f26a403c169b7593fe,include/linux/dcache.h,2,,dentry_operations,,DCACHE_REGULAR_TYPE,
a8f26a403c169b7593fe,include/linux/fs.h,2,d_add; d_instantiate,,,,
f816042a7ae2225f25ba,fs/quota/dquot.c,6,__dquot_drop; dqget; dqput; dquot_drop; dquot_initialize,dquot,,,
f816042a7ae2225f25ba,fs/ext4/ialloc.c,3,__ext4_new_inode; ext4_free_inode; ext4_mark_inode_used,,,,
f816042a7ae2225f25ba,fs/quota/quota_tree.c,3,qtree_read_dquot; qtree_write_dquot,qtree_mem_dqinfo,,,
f816042a7ae2225f25ba,mm/kasan/generic.c,3,bytes_is_nonzero; check_memory_region; memory_is_poisoned,,,,
55cc72f8cc3a549119df,mm/memory.c,8,handle_pte_fault; print_bad_pte; restore_exclusive_pte; try_restore_exclusive_pte; unmap_page_range; vm_normal_folio; vm_normal_page; zap_pte_range,,,,
55cc72f8cc3a549119df,mm/page_alloc.c,4,free_contig_range; free_pages_prepare; free_unref_page; free_unref_page_prepare,,,,
55cc72f8cc3a549119df,mm/filemap.c,2,__xfs_filemap_fault; filemap_fault,,,,
55cc72f8cc3a549119df,fs/xfs/xfs_file.c,2,xfs_file_mmap; xfs_filemap_fault,,,,
55cc72f8cc3a549119df,mm/page_owner.c,2,reset_page_owner; set_page_owner,,,,
55cc72f8cc3a549119df,include/linux/page_owner.h,2,,,,reset_page_owner; set_page_owner,
02c44c7f92e70a73730a,fs/bfs/inode.c,4,bfs_alloc_inode; bfs_fill_super; bfs_iget; bfs_statfs,,,,
02c44c7f92e70a73730a,fs/bfs/bfs.h,4,,bfs_sb_info; bfs_super_block,,BFS_I; BFS_SB,
02c44c7f92e70a73730a,fs/bfs/dir.c,2,bfs_add_entry; bfs_find_entry,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,net/core/stream.c,3,sk_stream_kill_queues; sk_stream_wait_connect; sk_stream_write_space,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,net/ipv4/inet_connection_sock.c,2,inet_csk_destroy_sock,inet_connection_sock,,,
244acf6996ae0b9122ac763d3099922258c9bd43,net/ipv4/tcp.c,4,__tcp_close; tcp_close; tcp_rtx_queue_purge; tcp_write_queue_purge,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,net/ipv4/af_inet.c,1,inet_release,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,net/socket.c,2,__sock_release; sock_close,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,kernel/exit.c,2,do_exit; do_group_exit,,,,
244acf6996ae0b9122ac763d3099922258c9bd43,fs/file_table.c,2,__fput; fput,,,,
d43608d061e8847ec9f3,lib/iov_iter.c,6,_copy_from_iter; copy_page_from_iter; pipe_advance; sanity,iov_iter; pipe_buffer,,,
d43608d061e8847ec9f3,block/blk-map.c,3,bio_copy_from_iter; bio_copy_user_iov; blk_rq_map_user_iov,,,,
d43608d061e8847ec9f3,drivers/scsi/sg.c,3,sg_common_write; sg_new_write; sg_start_req,,,,
91edf9178386a07d06a7,kernel/sys.c,2,__do_sys_prctl; prctl_set_vma,,,,
91edf9178386a07d06a7,mm/madvise.c,4,anon_vma_name_alloc; anon_vma_name_free; replace_anon_vma_name,anon_vma_name,,,
91edf9178386a07d06a7,mm/slab_common.c,2,__do_kmalloc_node; __kmalloc,,,,
91edf9178386a07d06a7,include/linux/slab.h,2,kmalloc,,,GFP_KERNEL,
5e70d01ee8985ae62a3b,net/ipv6/addrconf.c,5,addrconf_notify; ipv6_add_dev; ipv6_find_idev,inet6_dev; inet6_ifaddr,,,
5e70d01ee8985ae62a3b,net/core/dev.c,5,call_netdevice_notifiers; register_netdevice; unregister_netdevice,net_device; notifier_block,,,
5e70d01ee8985ae62a3b,drivers/net/loopback.c,2,loopback_net_init; loopback_xmit,,,,
5e70d01ee8985ae62a3b,include/linux/netdevice.h,4,__netdev_tracker_alloc; netdev_hold,,,NETDEV_TX_OK; NET_RX_SUCCESS,
5e70d01ee8985ae62a3b,kernel/notifier.c,1,notifier_call_chain,,,,
54b10a5da9e59f1ed979,fs/bfs/bfs.h,3,,bfs_sb_info; bfs_super_block,,BFS_SB,
54b10a5da9e59f1ed979,fs/bfs/inode.c,4,bfs_fill_super; bfs_iget; bfs_statfs; find_inode,,,,
54b10a5da9e59f1ed979,include/uapi/linux/bfs_fs.h,1,,bfs_super_block,,,
f1faa20eec55e0c8644c,fs/jfs/jfs_txnmgr.c,8,txBegin; txLockAlloc; txLockFree,TxAnchor; tblock; tlock,TxAnchor; TxLock,,
f1faa20eec55e0c8644c,fs/jfs/jfs_txnmgr.h,2,,tblock; tlock,,,
f1faa20eec55e0c8644c,fs/jfs/jfs_incore.h,2,JFS_IP,jfs_inode_info,,,
f1faa20eec55e0c8644c,include/linux/instrumented.h,1,instrument_atomic_read,,,,
f1faa20eec55e0c8644c,include/asm-generic/bitops/instrumented-non-atomic.h,1,_test_bit,,,,
fbe81b56f7df4c0fb21b,net/core/stream.c,4,sk_stream_closing; sk_stream_kill_queues; sk_stream_wait_connect; sk_stream_write_space,,,,
fbe81b56f7df4c0fb21b,net/ipv4/inet_connection_sock.c,2,inet_csk_destroy_sock,inet_connection_sock,,,
fbe81b56f7df4c0fb21b,net/ipv4/tcp.c,2,tcp_close; tcp_write_queue_purge,,,,
fbe81b56f7df4c0fb21b,net/ipv4/af_inet.c,1,inet_release,,,,
fbe81b56f7df4c0fb21b,net/socket.c,2,__sock_release; sock_release,,,,
fbe81b56f7df4c0fb21b,include/net/sock.h,3,,sock,sk_state,TCPF_CLOSE,
0871b14ca2e2fb64f6e3,drivers/gpu/drm/vkms/vkms_crtc.c,6,vkms_disable_vblank; vkms_enable_vblank; vkms_get_vblank_timestamp; vkms_vblank_simulate,vkms_crtc_state; vkms_output,,,
0871b14ca2e2fb64f6e3,drivers/gpu/drm/drm_vblank.c,4,drm_crtc_handle_vblank; drm_handle_vblank; drm_vblank_get,drm_vblank_crtc,,,
0871b14ca2e2fb64f6e3,include/drm/drm_vblank.h,2,,drm_pending_vblank_event; drm_vblank_crtc,,,
7b99aafdcc2eedea6178,net/core/stream.c,4,sk_stream_closing; sk_stream_kill_queues; sk_stream_wait_connect; sk_stream_write_space,,,,
7b99aafdcc2eedea6178,net/ipv4/inet_connection_sock.c,2,inet_csk_destroy_sock,inet_connection_sock,,,
7b99aafdcc2eedea6178,net/ipv4/tcp.c,3,__tcp_close; tcp_close; tcp_disconnect,,,,
7b99aafdcc2eedea6178,include/net/sock.h,4,,sock; sock_common,sk_error_queue; sk_receive_queue,,
7b99aafdcc2eedea6178,include/net/inet_connection_sock.h,1,,inet_connection_sock,,,
61e04e51b7ac86930589,drivers/block/nbd.c,6,nbd_dev_remove; nbd_genl_connect; nbd_open; nbd_put,nbd_device,nbd_index_mutex,,
61e04e51b7ac86930589,block/genhd.c,3,del_gendisk,gendisk,open_mutex,,
61e04e51b7ac86930589,kernel/locking/lockdep.c,3,__lock_acquire; check_prev_add; validate_chain,,,,
61e04e51b7ac86930589,kernel/locking/mutex.c,2,__mutex_lock; __mutex_lock_common,,,,
61e04e51b7ac86930589,lib/refcount.c,1,refcount_dec_and_mutex_lock,,,,
0a89a7b56db04c21a656,fs/jfs/jfs_imap.c,6,diFree; diFreeSpecial; diIAGRead,dinomap; iag; inomap,,,
0a89a7b56db04c21a656,fs/jfs/inode.c,2,jfs_commit_inode; jfs_evict_inode,,,,
0a89a7b56db04c21a656,fs/jfs/jfs_mount.c,2,chkSuper; jfs_mount,,,,
0a89a7b56db04c21a656,fs/jfs/jfs_xtree.c,2,xtLookup; xtSearch,,,,
0a89a7b56db04c21a656,fs/jfs/jfs_incore.h,1,,jfs_inode_info,,,
2d4f8693f438d2bd4bdb,mm/memory.c,6,__do_fault; __handle_mm_fault; drm_gem_shmem_fault; handle_mm_fault; handle_pte_fault; vmf_insert_pfn_prot,,,,
2d4f8693f438d2bd4bdb,drivers/gpu/drm/drm_gem_shmem_helper.c,2,drm_gem_shmem_fault,drm_gem_shmem_object,,,
2d4f8693f438d2bd4bdb,include/linux/mm.h,3,handle_mm_fault,vm_area_struct; vm_fault,,,
d1e3b1d92d25abf97943,fs/fs_context.c,4,legacy_parse_param; vfs_parse_fs_param,fs_context; legacy_fs_context,,,
